Date,AVGO,NOW,TSLA,AMZN,IRDM,BR,PYACX,SIGAX,gold,palladium,S&P 500
2015-01-13,102.58,67.27,204.25,294.74,9.32,46.78,11.22,12.46,1304.5,815.7,2023.03
2015-01-14,103.39,66.34,192.69,293.27,9.12,46.39,11.23,12.45,1294.5,780.65,2011.27
2015-01-15,101.32,63.63,191.87,286.95,8.63,45.94,11.27,12.46,1322.8,766.35,1992.67
2015-01-16,103.82,63.96,193.07,290.74,8.84,46.76,11.23,12.43,1334.9,754.3,2019.42
2015-01-20,104.87,64.83,191.93,289.44,9.11,46.5,11.26,12.45,1352.4,778.75,2022.55
2015-01-21,105.38,65.52,196.57,297.25,9.11,46.55,11.23,12.43,1353.4,768.8,2032.12
2015-01-22,105.2,66.14,201.62,310.32,9.33,47.47,11.2,12.43,1365.2,772.9,2063.15
2015-01-23,106.98,68.74,201.29,312.39,9.29,47.64,11.26,12.5,1357.6,774.85,2051.82
2015-01-26,106.73,68.01,206.55,309.66,9.41,48.51,11.26,12.5,1345.6,782.55,2057.09
2015-01-27,104.79,67.91,205.98,306.75,9.09,48.17,11.27,12.5,1354.7,782.05,2029.55
2015-01-28,105.0,68.91,199.37,303.91,8.96,47.8,11.33,12.56,1346.9,797.0,2002.16
2015-01-29,106.53,73.88,205.2,311.78,8.85,48.42,11.28,12.54,1315.8,772.35,2021.25
2015-01-30,102.88,72.9,203.6,354.53,8.51,47.99,11.34,12.58,1336.6,773.15,1994.99
2015-02-02,102.42,72.99,210.94,364.47,8.51,48.47,11.34,12.59,1334.4,788.8,2020.85
2015-02-03,103.2,72.65,218.36,363.55,8.79,49.33,11.28,12.54,1319.3,786.3,2050.03
2015-02-04,104.8,74.61,218.55,364.75,8.75,49.4,11.27,12.55,1325.4,790.5,2041.51
2015-02-05,106.2,74.22,220.99,373.89,8.71,50.92,11.26,12.55,1323.9,796.6,2062.52
2015-02-06,104.74,74.94,217.36,374.28,8.67,51.39,11.2,12.51,1301.6,781.6,2055.47
2015-02-09,102.24,72.88,217.48,370.56,8.57,50.95,11.2,12.5,1308.9,780.6,2046.74
2015-02-10,107.04,73.32,216.29,373.0,8.6,51.81,11.17,12.47,1300.2,766.75,2068.59
2015-02-11,107.94,73.88,212.8,375.14,9.2,51.78,11.18,12.47,1288.2,767.75,2068.53
2015-02-12,109.7,75.95,202.88,377.17,9.35,52.88,11.19,12.48,1287.7,774.9,2088.48
2015-02-13,110.15,77.55,203.77,381.83,9.46,52.59,11.16,12.46,1294.2,795.7,2096.99
2015-02-17,110.87,76.88,204.35,375.43,9.37,52.53,11.1,12.4,1278.9,784.55,2100.34
2015-02-18,110.0,77.48,204.46,373.37,9.38,52.97,11.16,12.46,1270.5,778.0,2099.68
2015-02-19,110.9,78.16,211.71,379.0,9.55,52.9,11.14,12.44,1275.9,788.4,2097.45
2015-02-20,112.06,79.06,217.11,383.66,9.58,53.81,11.15,12.44,1272.2,780.85,2110.3
2015-02-23,112.85,78.67,207.34,380.14,9.67,53.54,11.21,12.5,1267.7,787.6,2109.66
2015-02-24,113.18,78.75,204.11,378.59,9.75,53.6,11.26,12.55,1262.1,791.5,2115.48
2015-02-25,112.68,79.03,203.76,385.37,9.71,53.76,11.28,12.56,1265.0,809.3,2113.86
2015-02-26,129.25,79.53,207.19,384.8,9.85,53.13,11.22,12.55,1275.1,810.25,2110.74
2015-02-27,127.62,76.26,203.34,380.16,9.58,53.23,11.23,12.55,1278.4,818.45,2104.5
2015-03-02,129.02,76.44,197.32,385.65,9.45,54.63,11.18,12.5,1274.8,830.3,2117.39
2015-03-03,128.22,75.45,199.56,384.61,9.44,54.03,11.16,12.48,1273.2,831.15,2107.78
2015-03-04,129.4,73.6,202.44,382.72,9.54,53.39,11.17,12.48,1269.6,830.4,2098.53
2015-03-05,130.57,74.7,200.63,387.83,9.72,53.44,11.18,12.49,1265.1,825.0,2101.04
2015-03-06,127.89,74.06,193.88,380.09,9.7,52.96,11.11,12.41,1234.6,818.05,2071.26
2015-03-09,127.12,74.24,190.88,378.56,9.69,53.07,11.14,12.43,1237.0,822.6,2079.43
2015-03-10,125.12,73.59,190.32,369.51,9.73,51.9,11.17,12.45,1227.1,803.75,2044.16
2015-03-11,124.66,74.24,193.74,366.37,9.35,51.52,11.19,12.47,1217.4,789.05,2040.24
2015-03-12,126.12,76.66,191.07,374.24,9.4,52.64,11.19,12.48,1218.0,786.6,2065.95
2015-03-13,125.0,76.92,188.68,370.58,9.27,51.86,11.17,12.45,1217.9,788.35,2053.4
2015-03-16,129.87,78.65,195.7,373.35,9.41,52.88,11.17,12.44,1218.3,779.75,2081.19
2015-03-17,129.1,79.9,194.73,371.92,9.49,53.13,11.19,12.44,1213.5,761.8,2074.28
2015-03-18,130.44,80.05,200.71,375.13,9.54,54.02,11.26,12.49,1216.5,764.3,2099.5
2015-03-19,132.04,80.46,195.65,373.24,9.62,53.96,11.29,12.5,1228.5,765.45,2089.27
2015-03-20,133.29,79.38,198.08,378.49,9.6,53.94,11.29,12.53,1243.7,779.1,2108.1
2015-03-23,134.44,79.28,199.63,375.11,9.55,53.76,11.29,12.53,1246.5,770.7,2104.42
2015-03-24,133.12,79.25,201.72,374.09,9.53,53.34,11.32,12.56,1250.2,763.7,2091.5
2015-03-25,124.43,76.2,194.3,370.96,9.34,52.53,11.29,12.54,1256.3,765.4,2061.05
2015-03-26,124.71,77.03,190.41,367.35,9.43,52.75,11.23,12.47,1266.0,773.0,2056.15
2015-03-27,128.21,78.47,185.0,370.56,9.63,53.51,11.28,12.52,1260.9,740.65,2061.02
2015-03-30,130.55,79.44,190.57,374.59,9.7,54.52,11.24,12.52,1245.4,729.0,2086.24
2015-03-31,126.98,78.78,188.77,372.1,9.71,55.01,11.27,12.54,1241.2,735.3,2067.89
2015-04-01,125.63,75.65,187.59,370.25,10.15,54.9,11.31,12.59,1263.2,748.85,2059.69
2015-04-02,125.02,76.12,191.0,372.25,10.2,55.43,11.28,12.57,1257.2,746.3,2066.96
2015-04-06,125.83,78.24,203.1,377.04,10.32,55.53,11.27,12.56,1274.4,768.8,2080.62
2015-04-07,125.65,78.47,203.25,374.41,10.41,54.47,11.3,12.59,1267.4,769.0,2076.33
2015-04-08,126.79,80.84,207.67,381.2,10.52,54.57,11.31,12.61,1260.1,755.7,2081.9
2015-04-09,127.22,81.74,210.09,383.54,10.3,54.25,11.27,12.57,1250.6,762.4,2091.18
2015-04-10,126.82,82.34,210.9,382.65,10.23,54.15,11.28,12.58,1262.3,776.05,2102.06
2015-04-13,125.34,80.73,209.78,382.36,10.34,54.01,11.29,12.58,1256.8,771.4,2092.43
2015-04-14,123.98,80.2,207.46,385.11,10.2,53.92,11.3,12.6,1247.1,762.5,2095.84
2015-04-15,125.9,80.75,207.83,383.45,10.94,53.89,11.31,12.6,1255.5,767.1,2106.63
2015-04-16,125.33,82.84,206.7,386.04,11.05,53.78,11.31,12.61,1252.0,779.75,2104.99
2015-04-17,121.85,73.29,206.79,375.56,10.67,52.59,11.32,12.62,1257.1,782.95,2081.18
2015-04-20,123.03,74.64,205.27,389.51,11.09,53.15,11.3,12.59,1248.3,772.4,2100.4
2015-04-21,123.1,77.5,209.41,391.18,10.98,53.59,11.29,12.59,1258.1,774.55,2097.29
2015-04-22,127.89,77.72,219.44,389.8,10.8,53.55,11.25,12.56,1243.7,755.9,2107.96
2015-04-23,124.07,76.88,218.6,389.99,10.89,53.87,11.27,12.56,1251.0,769.6,2112.93
2015-04-24,119.5,76.09,218.43,445.1,10.66,54.58,11.29,12.58,1229.4,770.25,2117.69
2015-04-27,120.15,74.76,231.55,438.56,10.73,53.77,11.29,12.58,1258.2,782.45,2108.92
2015-04-28,117.45,74.99,230.48,429.31,11.11,54.2,11.25,12.54,1270.4,781.15,2114.76
2015-04-29,117.03,77.47,232.45,429.37,11.04,54.39,11.17,12.47,1269.0,784.75,2106.85
2015-04-30,116.88,74.86,226.05,421.78,10.17,53.92,11.16,12.45,1242.0,776.5,2085.51
2015-05-01,122.8,73.75,226.03,422.87,10.24,54.34,11.11,12.4,1235.1,773.75,2108.29
2015-05-04,121.16,73.61,230.51,423.04,10.24,54.29,11.1,12.39,1248.0,782.65,2114.49
2015-05-05,116.78,73.28,232.95,421.19,10.04,53.83,11.07,12.35,1257.2,794.95,2089.46
2015-05-06,116.78,73.3,230.43,419.1,9.94,53.78,11.03,12.3,1255.7,792.65,2080.15
2015-05-07,122.48,74.01,236.8,426.88,9.83,54.1,11.07,12.34,1247.5,785.75,2088.0
2015-05-08,123.33,73.91,236.61,433.69,9.95,51.03,11.09,12.37,1251.5,802.35,2116.1
2015-05-11,122.81,73.99,239.49,432.85,10.32,51.23,11.03,12.29,1246.3,780.45,2105.33
2015-05-12,122.95,74.26,244.74,431.02,10.26,51.43,11.03,12.28,1256.0,786.4,2099.12
2015-05-13,123.13,75.11,243.18,426.87,10.15,51.53,11.01,12.27,1281.2,790.7,2098.48
2015-05-14,126.94,76.05,244.1,432.28,10.29,51.71,11.03,12.28,1288.0,780.8,2121.1
2015-05-15,127.87,75.71,248.84,426.0,10.24,52.75,11.09,12.36,1287.9,796.3,2122.73
2015-05-18,130.18,77.26,248.75,425.24,10.36,53.78,11.04,12.31,1290.2,793.0,2129.2
2015-05-19,129.47,77.78,247.14,421.71,10.29,54.17,11.02,12.29,1270.4,776.55,2127.83
2015-05-20,129.11,77.45,244.35,423.86,10.29,54.54,11.03,12.28,1272.5,778.3,2125.85
2015-05-21,129.59,78.87,245.62,431.63,10.47,54.17,11.07,12.31,1267.1,777.6,2130.82
2015-05-22,132.64,78.76,247.73,427.63,10.41,54.08,11.05,12.3,1268.7,784.0,2126.06
2015-05-26,131.3,77.71,247.46,425.47,10.32,53.86,11.11,12.35,1251.2,781.2,2104.2
2015-05-27,141.49,78.39,247.43,431.42,10.48,54.72,11.11,12.35,1249.6,785.6,2123.48
2015-05-28,142.38,78.4,251.45,426.57,10.39,54.57,11.08,12.35,1251.5,784.8,2120.79
2015-05-29,148.07,76.61,250.8,429.23,10.35,54.18,11.11,12.35,1251.7,776.75,2107.39
2015-06-01,146.62,75.68,249.45,430.92,10.28,54.28,11.05,12.28,1251.4,772.65,2111.73
2015-06-02,144.16,75.38,248.35,430.99,10.5,53.81,11.0,12.23,1258.8,768.2,2109.6
2015-06-03,143.06,76.61,248.99,436.59,10.57,54.23,10.95,12.17,1250.9,757.8,2114.07
2015-06-04,141.2,75.46,245.92,430.78,10.34,53.61,10.98,12.2,1241.1,755.1,2095.84
2015-06-05,143.81,76.89,249.14,426.95,10.16,53.55,10.94,12.15,1237.6,750.4,2092.83
2015-06-08,138.63,74.67,256.29,423.5,10.12,52.81,10.95,12.15,1243.0,743.1,2079.28
2015-06-09,140.21,75.66,256.0,425.48,10.03,52.58,10.92,12.1,1247.8,739.4,2080.15
2015-06-10,142.86,77.7,250.7,430.77,10.23,52.8,10.88,12.06,1259.6,743.0,2105.2
2015-06-11,141.99,77.73,251.41,432.97,10.3,52.97,10.94,12.12,1253.6,742.6,2108.86
2015-06-12,140.47,77.94,250.69,429.92,10.16,52.15,10.94,12.12,1252.0,738.15,2094.11
2015-06-15,143.12,77.64,250.38,423.67,10.12,51.62,10.95,12.11,1256.8,734.1,2084.43
2015-06-16,141.99,79.4,253.12,427.26,9.97,51.91,10.96,12.12,1250.4,732.75,2096.29
2015-06-17,140.69,79.92,260.41,427.81,9.87,51.77,10.96,12.12,1247.9,720.3,2100.44
2015-06-18,143.0,80.97,261.89,439.39,9.97,52.31,10.93,12.09,1271.8,718.6,2121.24
2015-06-19,142.89,80.38,262.51,434.92,9.94,52.15,10.98,12.14,1270.4,707.35,2109.99
2015-06-22,143.28,80.32,259.79,436.29,9.94,52.65,10.94,12.1,1253.1,695.4,2122.85
2015-06-23,141.64,80.75,267.67,445.99,9.89,52.31,10.91,12.07,1245.8,695.55,2124.2
2015-06-24,139.97,77.47,265.17,440.84,9.77,51.62,10.94,12.1,1242.0,695.45,2108.58
2015-06-25,139.23,78.92,268.79,440.1,9.85,51.56,10.93,12.09,1241.3,679.15,2102.31
2015-06-26,135.15,77.02,267.09,438.1,9.71,50.68,10.88,12.04,1244.1,678.0,2101.49
2015-06-29,132.01,73.77,262.02,429.86,9.28,50.04,10.93,12.08,1249.0,666.45,2057.64
2015-06-30,132.93,74.31,268.26,434.09,9.09,50.01,10.93,12.08,1241.8,672.65,2063.11
2015-07-01,135.5,73.9,269.15,437.39,9.01,51.65,10.88,12.06,1239.5,701.2,2077.42
2015-07-02,137.64,74.53,280.02,437.71,8.74,51.8,10.9,12.07,1232.5,694.15,2076.78
2015-07-06,134.2,73.7,279.72,436.04,8.43,52.05,10.97,12.13,1241.6,676.15,2068.76
2015-07-07,132.84,75.68,267.88,436.72,8.3,52.43,11.0,12.14,1220.5,652.4,2081.34
2015-07-08,128.05,74.83,254.96,429.7,8.19,52.1,11.0,12.13,1229.6,652.5,2046.68
2015-07-09,124.68,76.18,257.92,434.39,8.29,52.94,10.94,12.08,1226.1,637.0,2051.31
2015-07-10,129.84,76.74,259.15,443.51,8.33,53.57,10.88,12.02,1227.6,650.35,2076.62
2015-07-13,129.18,76.6,262.16,455.57,8.49,53.69,10.88,12.03,1226.0,658.95,2099.6
2015-07-14,132.3,77.41,265.65,465.57,8.54,53.7,10.89,12.03,1223.4,657.1,2108.95
2015-07-15,131.72,77.58,263.14,461.19,8.48,53.59,10.92,12.05,1217.3,642.9,2107.4
2015-07-16,134.7,78.92,266.68,475.48,8.4,53.77,10.93,12.06,1214.2,630.95,2124.29
2015-07-17,133.66,78.92,274.66,483.01,8.23,53.24,10.95,12.07,1201.7,619.0,2126.64
2015-07-20,134.64,78.84,282.26,488.1,8.09,53.33,10.93,12.05,1176.5,611.05,2128.28
2015-07-21,134.51,78.57,266.77,488.0,8.17,53.13,10.95,12.06,1170.5,629.45,2119.21
2015-07-22,129.59,77.85,267.87,488.27,8.12,53.06,10.97,12.06,1158.6,626.75,2114.15
2015-07-23,131.97,78.02,267.2,482.18,7.68,53.61,11.0,12.08,1161.1,617.85,2102.15
2015-07-24,128.48,79.64,265.41,529.42,7.49,53.11,11.0,12.06,1151.0,622.6,2079.65
2015-07-27,124.65,76.34,253.01,531.41,7.35,52.46,11.01,12.06,1161.6,613.1,2067.64
2015-07-28,128.42,78.63,264.82,526.03,7.37,53.2,10.99,12.04,1161.6,621.6,2093.25
2015-07-29,128.58,77.98,263.82,529.0,7.72,54.31,10.98,12.04,1158.5,615.6,2108.57
2015-07-30,127.65,81.03,266.79,536.76,7.74,54.31,10.98,12.05,1154.4,620.55,2108.63
2015-07-31,125.14,80.5,266.15,536.15,7.42,54.27,10.99,12.07,1154.1,610.85,2103.84
2015-08-03,125.8,79.15,259.99,535.03,7.11,54.3,11.03,12.1,1147.8,602.7,2098.04
2015-08-04,123.47,77.91,266.28,531.9,6.95,54.34,11.0,12.07,1149.7,598.6,2093.32
2015-08-05,124.75,78.41,270.13,537.01,6.7,54.36,10.97,12.04,1148.1,593.0,2099.84
2015-08-06,123.27,75.99,246.13,529.46,6.79,54.1,10.99,12.04,1152.6,599.8,2083.56
2015-08-07,122.55,76.95,242.51,522.62,6.75,56.05,11.02,12.06,1156.8,596.9,2077.57
2015-08-10,127.28,76.59,241.14,524.0,6.95,57.13,10.98,12.01,1166.8,605.7,2104.18
2015-08-11,124.21,76.67,237.37,527.46,6.88,56.25,11.03,12.05,1168.7,599.6,2084.07
2015-08-12,125.73,76.85,238.17,525.91,6.9,55.82,11.01,12.02,1184.0,623.45,2086.05
2015-08-13,124.19,75.7,242.51,529.66,6.76,56.18,10.98,11.98,1176.1,616.05,2083.39
2015-08-14,121.96,76.63,243.15,531.52,6.94,56.3,10.98,11.97,1173.3,617.75,2091.54
2015-08-17,125.52,77.25,254.99,535.22,6.98,56.73,11.02,12.01,1178.9,614.0,2102.44
2015-08-18,122.24,75.89,260.72,535.02,6.85,56.31,10.99,11.98,1177.3,597.05,2096.92
2015-08-19,121.45,75.63,255.25,532.92,6.83,55.76,11.01,11.99,1188.1,609.45,2079.61
2015-08-20,115.03,70.31,242.18,515.78,6.68,54.34,11.04,11.99,1213.2,622.95,2035.73
2015-08-21,111.45,69.91,230.77,494.47,6.69,52.88,11.05,11.99,1217.8,604.4,1970.89
2015-08-24,109.94,68.0,218.87,463.37,6.73,51.0,11.06,11.95,1209.9,575.05,1893.21
2015-08-25,108.51,68.67,220.03,466.37,6.75,50.61,10.98,11.89,1194.7,539.15,1867.61
2015-08-26,116.2,71.41,224.84,500.77,6.91,52.39,10.94,11.86,1180.0,529.35,1940.51
2015-08-27,126.26,72.36,242.99,518.37,7.11,53.34,10.96,11.92,1178.2,567.9,1987.66
2015-08-28,127.62,72.54,248.48,518.01,7.18,53.53,10.93,11.93,1189.4,589.55,1988.87
2015-08-31,125.97,70.96,249.06,512.89,7.45,52.79,10.92,11.92,1187.9,602.25,1972.18
2015-09-01,119.37,68.92,238.63,496.54,6.98,51.01,10.93,11.92,1192.3,579.2,1913.85
2015-09-02,124.04,69.95,247.69,510.55,6.93,51.75,10.91,11.91,1185.4,583.35,1948.86
2015-09-03,123.77,71.22,245.57,504.72,7.1,51.76,10.94,11.94,1174.5,581.55,1951.13
2015-09-04,121.15,69.79,241.93,499.0,6.88,50.8,10.98,11.97,1171.5,577.15,1921.22
2015-09-08,129.16,73.33,248.17,517.54,6.85,52.84,10.94,11.95,1170.9,586.55,1969.41
2015-09-09,127.17,72.02,248.91,516.89,6.76,52.57,10.96,11.98,1151.7,577.95,1942.04
2015-09-10,128.72,72.66,248.48,522.24,6.75,52.38,10.93,11.95,1158.9,592.5,1952.29
2015-09-11,131.08,73.6,250.24,529.44,6.78,52.74,10.96,11.96,1152.9,591.0,1961.05
2015-09-14,131.19,73.56,253.19,521.38,6.88,52.42,10.96,11.95,1156.7,587.8,1953.03
2015-09-15,134.38,74.26,253.57,522.37,6.9,52.87,10.89,11.9,1151.5,600.45,1978.09
2015-09-16,131.49,73.94,262.25,527.39,7.12,54.84,10.88,11.9,1168.6,611.95,1995.31
2015-09-17,130.61,74.61,262.07,538.87,7.03,54.75,10.94,11.96,1167.2,599.2,1990.2
2015-09-18,127.59,74.36,260.62,540.26,6.86,54.19,11.0,12.01,1186.5,610.85,1958.03
2015-09-21,127.26,74.41,264.2,548.39,6.76,55.0,10.94,11.96,1181.8,616.1,1966.97
2015-09-22,124.7,73.06,260.94,538.4,6.78,55.08,11.0,11.99,1172.7,610.95,1942.74
2015-09-23,125.54,72.99,261.06,536.07,6.75,55.2,10.99,11.97,1179.4,645.7,1938.76
2015-09-24,124.1,72.12,263.12,533.75,6.4,55.06,10.99,11.95,1200.7,656.45,1932.24
2015-09-25,126.74,72.86,256.91,524.25,6.41,55.46,10.96,11.91,1192.6,667.6,1931.34
2015-09-28,120.85,69.03,248.43,504.06,6.14,54.61,11.0,11.87,1178.2,651.85,1881.77
2015-09-29,119.67,68.94,246.65,496.07,6.04,55.0,10.96,11.84,1172.9,657.7,1884.09
2015-09-30,125.01,69.45,248.4,511.89,6.15,55.35,10.94,11.84,1158.4,650.95,1920.03
2015-10-01,122.14,71.58,239.88,520.72,5.9,54.97,10.94,11.84,1156.9,679.4,1923.82
2015-10-02,123.33,72.23,247.57,532.54,6.12,56.83,10.97,11.86,1179.0,697.6,1951.36
2015-10-05,121.22,76.47,246.15,543.68,6.3,57.37,10.94,11.85,1178.3,689.2,1987.05
2015-10-06,117.11,74.58,241.46,537.48,6.57,56.62,10.96,11.89,1186.4,707.7,1979.92
2015-10-07,118.64,74.97,231.96,541.94,6.78,56.47,10.98,11.92,1189.1,699.5,1995.83
2015-10-08,116.69,73.02,226.72,533.16,6.72,57.05,10.95,11.9,1185.0,703.15,2013.43
2015-10-09,116.91,74.42,220.69,539.8,6.83,57.33,10.96,11.93,1197.5,708.15,2014.89
2015-10-12,117.68,74.28,215.58,550.19,6.9,57.5,10.99,11.95,1206.2,694.65,2017.46
2015-10-13,113.42,74.16,219.25,548.9,6.8,57.03,10.99,11.94,1206.9,685.35,2003.69
2015-10-14,117.46,73.9,216.88,544.83,6.77,56.5,11.03,11.96,1219.3,700.85,1994.24
2015-10-15,121.87,75.64,221.31,562.44,7.05,57.28,11.01,11.95,1227.1,705.0,2023.86
2015-10-16,121.07,76.46,227.01,570.76,6.85,57.97,11.01,11.96,1222.3,699.4,2033.11
2015-10-19,118.96,75.79,228.1,573.15,6.8,58.47,11.02,11.97,1212.0,688.1,2033.66
2015-10-20,119.89,74.73,213.03,560.88,7.08,58.33,11.0,11.96,1216.6,694.85,2030.77
2015-10-21,120.5,73.02,210.09,555.77,6.84,57.86,11.04,11.99,1205.4,677.15,2018.94
2015-10-22,125.34,77.95,211.72,563.91,6.97,59.08,11.05,12.01,1204.1,685.6,2052.51
2015-10-23,129.58,78.89,209.09,599.03,7.2,59.66,11.03,12.02,1200.1,693.85,2075.15
2015-10-26,123.61,78.8,215.26,608.61,7.13,59.51,11.05,12.04,1201.7,683.9,2071.18
2015-10-27,121.49,80.17,210.35,611.01,6.49,59.12,11.07,12.05,1199.8,678.75,2065.89
2015-10-28,127.09,82.15,212.96,617.1,6.52,59.9,11.04,12.03,1210.9,686.1,2090.35
2015-10-29,120.09,81.56,211.63,626.55,7.97,59.75,10.96,11.97,1183.4,670.8,2089.41
2015-10-30,123.13,81.65,206.93,625.9,8.21,59.58,10.97,11.98,1176.8,677.25,2079.36
2015-11-02,123.8,82.02,213.79,628.35,8.25,59.64,10.96,11.97,1172.0,650.35,2104.05
2015-11-03,122.14,82.53,208.35,625.31,8.49,59.3,10.94,11.96,1150.2,644.0,2109.79
2015-11-04,124.11,83.84,231.63,640.95,8.31,58.93,10.94,11.98,1142.8,623.4,2102.31
2015-11-05,121.06,83.91,231.77,655.65,8.15,57.33,10.93,11.97,1141.7,606.3,2099.93
2015-11-06,129.67,85.24,232.36,659.37,8.11,57.17,10.88,11.93,1129.5,612.95,2099.2
2015-11-09,126.5,84.6,225.33,655.49,7.88,56.94,10.87,11.91,1130.8,596.95,2078.58
2015-11-10,119.86,84.15,216.5,659.68,7.93,57.02,10.88,11.92,1131.0,597.8,2081.72
2015-11-11,119.95,83.9,219.08,673.25,7.84,56.94,10.87,11.91,1127.0,577.0,2075.0
2015-11-12,119.85,84.5,212.94,665.6,7.59,56.37,10.88,11.9,1122.9,558.7,2045.97
2015-11-13,117.54,82.88,207.19,642.35,7.45,54.73,10.89,11.9,1122.9,539.25,2023.04
2015-11-16,121.47,84.37,214.31,647.81,7.58,55.16,10.89,11.9,1124.1,551.55,2053.19
2015-11-17,122.06,84.91,214.0,643.3,7.56,54.94,10.91,11.92,1108.5,546.5,2050.44
2015-11-18,125.92,85.75,221.07,663.54,7.83,55.13,10.91,11.92,1108.5,532.05,2083.58
2015-11-19,125.21,85.75,221.8,661.27,7.76,55.42,10.93,11.94,1117.2,541.0,2081.24
2015-11-20,126.4,86.19,220.01,668.45,7.75,55.85,10.92,11.93,1115.4,558.9,2089.17
2015-11-23,124.41,86.46,217.75,678.99,7.74,54.9,10.94,11.93,1106.3,541.35,2086.59
2015-11-24,128.34,86.7,218.25,671.15,7.86,55.08,10.94,11.92,1113.2,541.5,2089.14
2015-11-25,128.39,86.89,229.64,675.34,7.96,54.9,10.95,11.93,1110.0,551.3,2088.87
2015-11-27,130.04,87.29,231.61,673.26,7.77,55.1,10.93,11.93,1096.5,549.6,2090.11
2015-11-30,130.45,87.01,230.26,664.8,8.17,54.98,10.94,11.94,1105.9,541.95,2080.41
2015-12-01,132.89,86.47,237.19,679.06,8.18,55.21,10.99,11.99,1104.0,538.65,2102.63
2015-12-02,132.21,87.53,231.99,676.01,8.31,54.65,10.99,11.99,1094.4,525.7,2079.51
2015-12-03,144.78,88.09,232.71,666.25,8.11,54.04,10.89,11.89,1102.6,535.85,2049.62
2015-12-04,147.56,89.99,230.38,672.64,7.95,54.95,10.93,11.92,1125.2,566.2,2091.69
2015-12-07,148.83,87.98,231.13,669.83,7.68,54.65,10.97,11.94,1116.3,555.75,2077.07
2015-12-08,147.78,87.72,226.72,677.33,7.83,54.15,10.95,11.9,1116.4,548.1,2063.59
2015-12-09,145.65,86.1,224.52,664.79,7.93,52.57,10.96,11.89,1117.3,552.55,2047.62
2015-12-10,147.33,86.94,227.07,662.32,8.01,52.86,10.94,11.88,1112.7,542.7,2052.23
2015-12-11,144.42,83.49,217.02,640.15,7.62,52.67,11.0,11.87,1116.2,545.05,2012.37
2015-12-14,142.51,83.57,218.58,657.91,7.45,53.18,10.91,11.76,1103.8,549.15,2021.94
2015-12-15,143.27,85.6,221.09,658.64,7.67,53.66,10.89,11.77,1102.2,567.4,2043.41
2015-12-16,143.88,87.39,234.51,675.77,7.93,54.44,10.89,11.78,1117.7,572.35,2073.07
2015-12-17,140.48,87.27,233.39,670.65,7.82,53.87,10.92,11.81,1090.5,557.85,2041.89
2015-12-18,140.2,85.73,230.46,664.14,7.93,53.55,10.94,11.77,1105.7,559.35,2005.55
2015-12-21,145.8,87.02,232.56,664.51,7.94,53.86,10.93,11.75,1122.9,553.75,2021.15
2015-12-22,145.1,86.48,229.95,663.15,8.53,54.18,10.9,11.74,1116.4,555.0,2038.97
2015-12-23,146.51,86.89,229.7,663.7,8.9,54.63,10.76,11.73,1110.6,553.45,2064.29
2015-12-24,146.32,86.96,230.57,662.79,8.59,54.6,10.77,11.75,1118.3,559.3,2060.99
2015-12-28,146.35,86.89,228.95,675.2,8.53,54.75,10.79,11.76,1110.5,552.0,2056.5
2015-12-29,147.94,88.12,237.19,693.97,8.9,54.84,10.74,11.72,1111.0,556.45,2078.36
2015-12-30,147.37,87.38,238.09,689.07,8.49,54.54,10.71,11.72,1103.2,549.25,2063.36
2015-12-31,145.15,86.56,240.01,675.89,8.41,53.73,10.73,11.74,1103.4,562.25,2043.94
2016-01-04,142.28,84.07,223.41,636.99,8.29,52.39,10.75,11.74,1118.1,544.55,2012.66
2016-01-05,137.52,84.0,223.43,633.79,8.43,52.93,10.75,11.74,1121.0,536.2,2016.71
2016-01-06,133.29,81.42,219.04,632.65,8.29,52.52,10.79,11.77,1134.5,505.6,1990.26
2016-01-07,129.05,79.64,215.65,607.94,7.39,50.83,10.8,11.75,1145.3,493.5,1943.09
2016-01-08,128.2,78.12,211.0,607.05,7.49,50.48,10.81,11.74,1134.9,494.2,1922.03
2016-01-11,128.04,78.53,207.85,617.74,7.36,50.67,10.79,11.71,1131.7,474.95,1923.67
2016-01-12,129.92,80.99,209.97,617.89,7.06,51.27,10.82,11.73,1120.3,470.45,1938.68
2016-01-13,123.31,76.79,200.31,581.81,6.98,49.64,10.85,11.74,1120.6,486.35,1890.28
2016-01-14,125.19,78.21,206.18,593.0,7.14,50.73,10.8,11.65,1106.4,491.4,1921.84
2016-01-15,119.97,76.34,204.99,570.18,6.92,50.41,10.81,11.61,1121.6,487.2,1880.33
2016-01-20,123.83,74.31,198.7,571.77,6.79,50.24,10.8,11.52,1135.8,489.25,1859.33
2016-01-21,124.53,74.41,199.97,575.02,6.39,50.14,10.78,11.52,1127.7,499.25,1868.99
2016-01-22,124.51,76.67,202.55,596.38,6.72,51.85,10.78,11.55,1126.7,500.25,1906.9
2016-01-25,124.49,76.1,196.38,596.53,6.67,51.53,10.79,11.54,1136.5,491.85,1877.08
2016-01-26,124.39,77.96,193.56,601.25,6.9,52.09,10.8,11.55,1151.4,493.25,1903.63
2016-01-27,122.35,75.37,188.07,583.35,6.81,52.21,10.78,11.54,1148.0,502.7,1882.95
2016-01-28,126.37,63.57,189.7,635.35,6.8,52.37,10.75,11.53,1147.8,492.5,1893.36
2016-01-29,133.71,62.21,191.2,587.0,6.96,53.56,10.78,11.57,1146.2,499.0,1940.24
